week_day,month,year,hexagon_id,num_in,weekend,ride_distance,load_coef
0.0,1.0,2019.0,58.0,42,False,249.01999790000008,0.01136978884677856
0.0,1.0,2019.0,59.0,9,False,73.06999970000001,0.0024363833243096914
0.0,1.0,2019.0,60.0,70,False,513.0999998000002,0.018949648077964266
0.0,1.0,2019.0,61.0,24,False,122.42000090000005,0.006497022198159177
0.0,1.0,2019.0,62.0,14,False,81.87000040000001,0.003789929615592853
0.0,1.0,2019.0,63.0,211,False,1273.7999963009995,0.05711965349214943
0.0,1.0,2019.0,64.0,8,False,52.2599999,0.002165674066053059
0.0,1.0,2019.0,66.0,2,False,8.5499998,0.0005414185165132648
0.0,1.0,2019.0,67.0,206,False,1502.14000191,0.05576610720086627
0.0,1.0,2019.0,68.0,9,False,69.11999990000001,0.0024363833243096914
0.0,1.0,2019.0,69.0,69,False,436.4599993000001,0.018678938819707634
0.0,1.0,2019.0,70.0,49,False,328.0199994999999,0.013264753654574987
0.0,1.0,2019.0,71.0,5,False,38.1800013,0.0013535462912831618
0.0,1.0,2019.0,72.0,184,False,1165.35999829,0.04981050351922036
0.0,1.0,2019.0,73.0,212,False,1328.0500019000003,0.057390362750406064
0.0,1.0,2019.0,74.0,114,False,774.2700004999998,0.03086085544125609
0.0,1.0,2019.0,75.0,301,False,1618.5900000999998,0.08148348673524634
0.0,1.0,2019.0,76.0,268,False,1486.8500004000002,0.07255008121277748
0.0,1.0,2019.0,77.0,7,False,46.7299998,0.0018949648077964266
0.0,1.0,2019.0,78.0,83,False,545.6300024,0.022468868435300486
0.0,1.0,2019.0,79.0,2,False,16.990000700000003,0.0005414185165132648
0.0,1.0,2019.0,80.0,100,False,706.5999988000001,0.02707092582566324
0.0,1.0,2019.0,81.0,37,False,268.5299986,0.010016242555495398
0.0,1.0,2019.0,83.0,55,False,356.1699999999999,0.01488900920411478
0.0,1.0,2019.0,84.0,1,False,4.9699998,0.0002707092582566324
0.0,1.0,2019.0,86.0,51,False,342.7799997,0.013806172171088251
0.0,1.0,2019.0,87.0,173,False,1187.2400027300005,0.0468327016783974
0.0,1.0,2019.0,88.0,146,False,814.0799996000002,0.03952355170546833
0.0,1.0,2019.0,89.0,170,False,1048.7399999,0.0460205739036275
0.0,1.0,2019.0,90.0,4,False,30.259999899999997,0.0010828370330265296
0.0,1.0,2019.0,92.0,136,False,813.7200001000001,0.036816459122902004
0.0,1.0,2019.0,95.0,46,False,357.37999749,0.01245262587980509
0.0,1.0,2019.0,96.0,102,False,659.6000018999999,0.027612344342176503
0.0,1.0,2019.0,98.0,180,False,1221.4000018000002,0.04872766648619383
0.0,1.0,2019.0,99.0,47,False,324.74999938999997,0.012723335138061722
0.0,1.0,2019.0,100.0,74,False,517.6900010999999,0.020032485110990796
0.0,1.0,2019.0,101.0,20,False,134.2500002,0.005414185165132647
0.0,1.0,2019.0,103.0,14,False,110.59999999999998,0.003789929615592853
0.0,1.0,2019.0,104.0,39,False,320.03000049999997,0.010557661072008662
0.0,1.0,2019.0,106.0,46,False,276.2900005,0.01245262587980509
0.0,1.0,2019.0,107.0,413,False,2592.1899972700016,0.11180292365998917
0.0,1.0,2019.0,108.0,20,False,155.64000010000004,0.005414185165132647
0.0,1.0,2019.0,111.0,81,False,591.6300026000002,0.02192744991878722
0.0,1.0,2019.0,115.0,292,False,1876.9100002999994,0.07904710341093665
0.0,1.0,2019.0,116.0,52,False,367.5099989999998,0.014076881429344884
0.0,1.0,2019.0,118.0,24,False,175.45999879999997,0.006497022198159177
0.0,1.0,2019.0,120.0,135,False,891.6999999,0.03654574986464537
0.0,1.0,2019.0,121.0,1,False,9.3599997,0.0002707092582566324
0.0,1.0,2019.0,122.0,45,False,345.34000069999996,0.012181916621548458
0.0,1.0,2019.0,124.0,9,False,60.44000000000001,0.0024363833243096914
0.0,1.0,2019.0,125.0,257,False,1655.329996770001,0.06957227937195452
0.0,1.0,2019.0,126.0,13,False,102.50999960000001,0.003519220357336221
0.0,1.0,2019.0,127.0,32,False,218.81000020000005,0.008662696264212236
0.0,2.0,2019.0,1.0,1530,False,8226.719998679997,0.4141851651326475
0.0,2.0,2019.0,2.0,141,False,813.9599991299998,0.038170005414185165
0.0,2.0,2019.0,3.0,229,False,1079.9199978699996,0.06199242014076881
0.0,2.0,2019.0,4.0,236,False,1245.0299987900005,0.06388738494856525
0.0,2.0,2019.0,5.0,668,False,3404.3399981299954,0.18083378451543042
0.0,2.0,2019.0,6.0,220,False,1098.6000001099994,0.05955603681645912
0.0,2.0,2019.0,7.0,253,False,1404.4800020000002,0.068489442338928
0.0,2.0,2019.0,8.0,162,False,782.1299980799997,0.04385489983757444
0.0,2.0,2019.0,9.0,41,False,211.72999940000005,0.011099079588521927
0.0,2.0,2019.0,10.0,70,False,469.98000210000004,0.018949648077964266
0.0,2.0,2019.0,11.0,195,False,1081.6899993999996,0.052788305360043315
0.0,2.0,2019.0,12.0,91,False,453.9499985999999,0.024634542501353548
0.0,2.0,2019.0,13.0,277,False,1333.6899945000011,0.07498646453708717
0.0,2.0,2019.0,14.0,246,False,1185.7900011900003,0.06659447753113157
0.0,2.0,2019.0,15.0,211,False,920.1599988000002,0.05711965349214943
0.0,2.0,2019.0,16.0,84,False,466.2800003999998,0.02273957769355712
0.0,2.0,2019.0,17.0,201,False,1085.3900001999998,0.05441256090958311
0.0,2.0,2019.0,18.0,91,False,503.42999777,0.024634542501353548
0.0,2.0,2019.0,19.0,82,False,382.18999950000006,0.022198159177043854
0.0,2.0,2019.0,20.0,52,False,332.1600025,0.014076881429344884
0.0,2.0,2019.0,21.0,108,False,517.4199998009998,0.029236599891716297
0.0,2.0,2019.0,22.0,254,False,1292.2899975999999,0.06876015159718463
0.0,2.0,2019.0,23.0,106,False,523.8399995999998,0.028695181375203032
0.0,2.0,2019.0,24.0,60,False,361.6699995999999,0.016242555495397944
0.0,2.0,2019.0,25.0,447,False,2243.4099994990006,0.12100703844071467
0.0,2.0,2019.0,26.0,86,False,454.3400001999999,0.023280996210070383
0.0,2.0,2019.0,27.0,65,False,377.23000100000013,0.017596101786681105
0.0,2.0,2019.0,28.0,93,False,483.9000011,0.025175961017866812
0.0,2.0,2019.0,29.0,176,False,908.7300013000004,0.047644829453167295
0.0,2.0,2019.0,31.0,41,False,272.68999940000003,0.011099079588521927
0.0,2.0,2019.0,32.0,29,False,162.6000003,0.00785056848944234
0.0,2.0,2019.0,33.0,23,False,120.4499999,0.006226312939902545
0.0,2.0,2019.0,34.0,72,False,434.51999830000005,0.01949106659447753
0.0,2.0,2019.0,35.0,31,False,181.26,0.008391987005955604
0.0,2.0,2019.0,36.0,192,False,1016.52999982,0.05197617758527342
0.0,2.0,2019.0,37.0,27,False,166.04000060000004,0.007309149972929074
0.0,2.0,2019.0,38.0,13,False,89.0000012,0.003519220357336221
0.0,2.0,2019.0,39.0,7,False,58.7700002,0.0018949648077964266
0.0,2.0,2019.0,40.0,78,False,435.8400000000002,0.021115322144017325
0.0,2.0,2019.0,41.0,159,False,965.6500031999999,0.043042772062804546
0.0,2.0,2019.0,42.0,32,False,203.94999959999998,0.008662696264212236
0.0,2.0,2019.0,43.0,40,False,222.43,0.010828370330265295
0.0,2.0,2019.0,44.0,17,False,118.99000110000001,0.0046020573903627505
0.0,2.0,2019.0,45.0,27,False,151.0699981,0.007309149972929074
0.0,2.0,2019.0,46.0,2,False,9.1599999,0.0005414185165132648
0.0,2.0,2019.0,47.0,6,False,30.8199999,0.0016242555495397943
0.0,2.0,2019.0,48.0,91,False,572.4199984,0.024634542501353548
0.0,2.0,2019.0,49.0,119,False,743.3399990000001,0.032214401732539255
0.0,2.0,2019.0,50.0,27,False,163.2100004,0.007309149972929074
0.0,2.0,2019.0,51.0,4,False,23.199999899999998,0.0010828370330265296
0.0,2.0,2019.0,52.0,44,False,215.14999920000005,0.011911207363291824
0.0,2.0,2019.0,53.0,81,False,560.04,0.02192744991878722
0.0,2.0,2019.0,54.0,22,False,113.85000009999999,0.005955603681645912
0.0,2.0,2019.0,55.0,95,False,550.8099984999999,0.025717379534380077
0.0,2.0,2019.0,56.0,117,False,614.7599993000002,0.03167298321602599
0.0,2.0,2019.0,57.0,162,False,945.4700025800003,0.04385489983757444
0.0,2.0,2019.0,58.0,18,False,132.3500002,0.004872766648619383
0.0,2.0,2019.0,59.0,5,False,42.5200002,0.0013535462912831618
0.0,2.0,2019.0,60.0,53,False,373.7699993,0.014347590687601516
0.0,2.0,2019.0,61.0,23,False,109.96000069999998,0.006226312939902545
0.0,2.0,2019.0,62.0,10,False,60.130000599999995,0.0027070925825663237
0.0,2.0,2019.0,63.0,135,False,784.8400023900002,0.03654574986464537
0.0,2.0,2019.0,64.0,7,False,45.660000200000006,0.0018949648077964266
0.0,2.0,2019.0,65.0,3,False,30.4500001,0.0008121277747698972
0.0,2.0,2019.0,66.0,2,False,12.1099999,0.0005414185165132648
0.0,2.0,2019.0,67.0,123,False,964.4099956999999,0.033297238765565784
0.0,2.0,2019.0,68.0,7,False,45.19,0.0018949648077964266
0.0,2.0,2019.0,69.0,47,False,319.9900026,0.012723335138061722
0.0,2.0,2019.0,70.0,29,False,189.53999989999997,0.00785056848944234
0.0,2.0,2019.0,71.0,5,False,41.7600001,0.0013535462912831618
0.0,2.0,2019.0,72.0,119,False,751.4900000300003,0.032214401732539255
0.0,2.0,2019.0,73.0,125,False,730.7800010999999,0.03383865728207905
0.0,2.0,2019.0,74.0,71,False,435.52000110000006,0.0192203573362209
0.0,2.0,2019.0,75.0,205,False,1196.9800018999995,0.05549539794260964
0.0,2.0,2019.0,76.0,141,False,802.2699977,0.038170005414185165
0.0,2.0,2019.0,77.0,10,False,72.8800004,0.0027070925825663237
0.0,2.0,2019.0,78.0,54,False,351.8699988999999,0.014618299945858148
0.0,2.0,2019.0,79.0,1,False,1.91,0.0002707092582566324
0.0,2.0,2019.0,80.0,66,False,462.64999880000016,0.017866811044937737
0.0,2.0,2019.0,81.0,26,False,170.3700011,0.007038440714672442
0.0,2.0,2019.0,82.0,2,False,19.809999599999998,0.0005414185165132648
0.0,2.0,2019.0,83.0,35,False,213.56000070000005,0.009474824038982133
0.0,2.0,2019.0,84.0,1,False,11.03,0.0002707092582566324
0.0,2.0,2019.0,86.0,23,False,134.42999989999998,0.006226312939902545
0.0,2.0,2019.0,87.0,109,False,842.90000053,0.02950730914997293
0.0,2.0,2019.0,88.0,107,False,570.2300008000001,0.028965890633459664
0.0,2.0,2019.0,89.0,131,False,709.1100026999999,0.03546291283161884
0.0,2.0,2019.0,90.0,4,False,29.6999998,0.0010828370330265296
0.0,2.0,2019.0,92.0,106,False,666.9700016,0.028695181375203032
0.0,2.0,2019.0,95.0,38,False,243.0399996,0.01028695181375203
0.0,2.0,2019.0,96.0,51,False,369.30999840000004,0.013806172171088251
0.0,2.0,2019.0,98.0,111,False,725.7399971000002,0.030048727666486193
0.0,2.0,2019.0,99.0,29,False,177.98000050000002,0.00785056848944234
0.0,2.0,2019.0,100.0,44,False,317.23000110000004,0.011911207363291824
0.0,2.0,2019.0,101.0,19,False,113.5199997,0.005143475906876015
0.0,2.0,2019.0,103.0,5,False,29.5900001,0.0013535462912831618
0.0,2.0,2019.0,104.0,11,False,65.2999999,0.002977801840822956
0.0,2.0,2019.0,106.0,25,False,143.37,0.00676773145641581
0.0,2.0,2019.0,107.0,289,False,1751.1700025000002,0.07823497563616676
0.0,2.0,2019.0,108.0,18,False,130.9599995,0.004872766648619383
0.0,2.0,2019.0,111.0,51,False,405.17000019999995,0.013806172171088251
0.0,2.0,2019.0,113.0,1,False,5.8499999,0.0002707092582566324
0.0,2.0,2019.0,115.0,206,False,1305.5600025,0.05576610720086627
0.0,2.0,2019.0,116.0,34,False,260.86000269999994,0.009204114780725501
0.0,2.0,2019.0,117.0,4,False,31.5700002,0.0010828370330265296
0.0,2.0,2019.0,118.0,15,False,111.29000070000001,0.004060638873849486
0.0,2.0,2019.0,120.0,100,False,630.5500000999999,0.02707092582566324
0.0,2.0,2019.0,121.0,1,False,6.170000099999999,0.0002707092582566324
0.0,2.0,2019.0,122.0,34,False,279.5800012,0.009204114780725501
0.0,2.0,2019.0,124.0,5,False,33.3499999,0.0013535462912831618
0.0,2.0,2019.0,125.0,144,False,887.0599991999998,0.03898213318895506
0.0,2.0,2019.0,126.0,13,False,100.0200006,0.003519220357336221
0.0,2.0,2019.0,127.0,16,False,128.99000009999997,0.004331348132106118
0.0,8.0,2018.0,1.0,446,False,2372.4400072799995,0.12073632918245804
0.0,8.0,2018.0,2.0,40,False,210.58999969999996,0.010828370330265295
0.0,8.0,2018.0,3.0,62,False,293.06000036,0.016783974011911208
0.0,8.0,2018.0,4.0,52,False,257.9399998999999,0.014076881429344884
0.0,8.0,2018.0,5.0,183,False,958.7800025200006,0.04953979426096373
0.0,8.0,2018.0,6.0,61,False,302.3800008,0.016513264753654576
0.0,8.0,2018.0,7.0,84,False,436.40000070000025,0.02273957769355712
0.0,8.0,2018.0,8.0,48,False,244.9600002999999,0.012994044396318355
0.0,8.0,2018.0,9.0,18,False,88.39999979999999,0.004872766648619383
0.0,8.0,2018.0,10.0,25,False,141.77000030000002,0.00676773145641581
0.0,8.0,2018.0,11.0,56,False,316.2299988999999,0.015159718462371413
0.0,8.0,2018.0,12.0,25,False,140.99000150000003,0.00676773145641581
0.0,8.0,2018.0,13.0,66,False,297.96999900000003,0.017866811044937737
0.0,8.0,2018.0,14.0,66,False,323.88999879999994,0.017866811044937737
0.0,8.0,2018.0,15.0,63,False,290.70000000000016,0.01705468327016784
0.0,8.0,2018.0,16.0,22,False,110.20000040000001,0.005955603681645912
0.0,8.0,2018.0,17.0,47,False,282.33999839999996,0.012723335138061722
0.0,8.0,2018.0,18.0,25,False,111.529999,0.00676773145641581
0.0,8.0,2018.0,19.0,25,False,152.92000160000003,0.00676773145641581
0.0,8.0,2018.0,20.0,13,False,77.4400006,0.003519220357336221
0.0,8.0,2018.0,21.0,34,False,142.04000019999998,0.009204114780725501
0.0,8.0,2018.0,22.0,62,False,322.51000009999984,0.016783974011911208
0.0,8.0,2018.0,23.0,36,False,202.36000009999998,0.009745533297238766
0.0,8.0,2018.0,24.0,13,False,82.8900002,0.003519220357336221
0.0,8.0,2018.0,25.0,120,False,629.4999950999998,0.03248511099079589
0.0,8.0,2018.0,26.0,21,False,107.22999969999998,0.00568489442338928
0.0,8.0,2018.0,27.0,18,False,113.69000100000001,0.004872766648619383
0.0,8.0,2018.0,28.0,26,False,132.72000049999997,0.007038440714672442
0.0,8.0,2018.0,29.0,46,False,227.15000090000004,0.01245262587980509
0.0,8.0,2018.0,30.0,2,False,9.960000099999998,0.0005414185165132648
0.0,8.0,2018.0,31.0,9,False,60.1299983,0.0024363833243096914
0.0,8.0,2018.0,32.0,7,False,35.2299999,0.0018949648077964266
0.0,8.0,2018.0,33.0,9,False,59.120000399999995,0.0024363833243096914
0.0,8.0,2018.0,34.0,18,False,104.89999949999999,0.004872766648619383
0.0,8.0,2018.0,35.0,13,False,67.53999950000001,0.003519220357336221
0.0,8.0,2018.0,36.0,55,False,258.6099986000001,0.01488900920411478
0.0,8.0,2018.0,37.0,5,False,28.31,0.0013535462912831618
0.0,8.0,2018.0,38.0,2,False,11.1300001,0.0005414185165132648
0.0,8.0,2018.0,39.0,6,False,55.7799993,0.0016242555495397943
0.0,8.0,2018.0,40.0,25,False,152.1700003,0.00676773145641581
0.0,8.0,2018.0,41.0,38,False,233.69000020000004,0.01028695181375203
0.0,8.0,2018.0,42.0,8,False,46.8099999,0.002165674066053059
0.0,8.0,2018.0,43.0,10,False,60.08999920000001,0.0027070925825663237
0.0,8.0,2018.0,44.0,7,False,33.0000002,0.0018949648077964266
0.0,8.0,2018.0,45.0,8,False,50.859998999999995,0.002165674066053059
0.0,8.0,2018.0,47.0,6,False,30.470000000000006,0.0016242555495397943
0.0,8.0,2018.0,48.0,27,False,171.51999960000003,0.007309149972929074
0.0,8.0,2018.0,49.0,38,False,236.95999999999995,0.01028695181375203
0.0,8.0,2018.0,50.0,11,False,68.90000080000002,0.002977801840822956
0.0,8.0,2018.0,52.0,8,False,44.670000300000005,0.002165674066053059
0.0,8.0,2018.0,53.0,18,False,157.27999848000002,0.004872766648619383
0.0,8.0,2018.0,54.0,1,False,4.8899999,0.0002707092582566324
0.0,8.0,2018.0,55.0,19,False,100.169999,0.005143475906876015
0.0,8.0,2018.0,56.0,35,False,172.4899997,0.009474824038982133
0.0,8.0,2018.0,57.0,33,False,205.51999829999997,0.008933405522468869
0.0,8.0,2018.0,58.0,5,False,21.1199996,0.0013535462912831618
0.0,8.0,2018.0,60.0,8,False,55.1700002,0.002165674066053059
0.0,8.0,2018.0,61.0,8,False,55.2999997,0.002165674066053059
0.0,8.0,2018.0,62.0,6,False,39.8999996,0.0016242555495397943
0.0,8.0,2018.0,63.0,32,False,170.74999939999995,0.008662696264212236
0.0,8.0,2018.0,64.0,2,False,16.6100002,0.0005414185165132648
0.0,8.0,2018.0,67.0,34,False,263.1200013999999,0.009204114780725501
0.0,8.0,2018.0,68.0,1,False,5.79,0.0002707092582566324
0.0,8.0,2018.0,69.0,14,False,99.07999879999997,0.003789929615592853
0.0,8.0,2018.0,70.0,3,False,26.1199988,0.0008121277747698972
0.0,8.0,2018.0,71.0,1,False,1.6799998999999999,0.0002707092582566324
0.0,8.0,2018.0,72.0,37,False,236.2200003,0.010016242555495398
0.0,8.0,2018.0,73.0,35,False,187.08999930000002,0.009474824038982133
0.0,8.0,2018.0,74.0,13,False,77.6000006,0.003519220357336221
0.0,8.0,2018.0,75.0,48,False,259.3900012,0.012994044396318355
0.0,8.0,2018.0,76.0,40,False,227.30999879999996,0.010828370330265295
0.0,8.0,2018.0,77.0,3,False,21.580000300000002,0.0008121277747698972
0.0,8.0,2018.0,78.0,10,False,64.5800002,0.0027070925825663237
0.0,8.0,2018.0,79.0,1,False,6.829999900000001,0.0002707092582566324
0.0,8.0,2018.0,80.0,16,False,121.4499998,0.004331348132106118
0.0,8.0,2018.0,81.0,8,False,45.629999500000004,0.002165674066053059
0.0,8.0,2018.0,83.0,11,False,66.68999980000001,0.002977801840822956
0.0,8.0,2018.0,86.0,10,False,75.1400004,0.0027070925825663237
0.0,8.0,2018.0,87.0,22,False,163.1699993,0.005955603681645912
0.0,8.0,2018.0,88.0,38,False,206.29999949999998,0.01028695181375203
0.0,8.0,2018.0,89.0,45,False,265.2199997000001,0.012181916621548458
0.0,8.0,2018.0,90.0,1,False,4.9899998,0.0002707092582566324
0.0,8.0,2018.0,92.0,20,False,142.24999979999996,0.005414185165132647
0.0,8.0,2018.0,95.0,9,False,62.690000100000006,0.0024363833243096914
0.0,8.0,2018.0,96.0,22,False,119.07000049999999,0.005955603681645912
0.0,8.0,2018.0,98.0,27,False,184.19000120000004,0.007309149972929074
0.0,8.0,2018.0,99.0,6,False,37.00000000000001,0.0016242555495397943
0.0,8.0,2018.0,100.0,9,False,62.86999999999999,0.0024363833243096914
0.0,8.0,2018.0,101.0,8,False,64.9699997,0.002165674066053059
0.0,8.0,2018.0,103.0,3,False,16.1300004,0.0008121277747698972
0.0,8.0,2018.0,104.0,6,False,42.360000199999995,0.0016242555495397943
0.0,8.0,2018.0,106.0,5,False,43.1900002,0.0013535462912831618
0.0,8.0,2018.0,107.0,67,False,423.0000019999998,0.01813752030319437
0.0,8.0,2018.0,108.0,2,False,22.2500002,0.0005414185165132648
0.0,8.0,2018.0,111.0,4,False,27.2599997,0.0010828370330265296
0.0,8.0,2018.0,115.0,43,False,280.95999989999996,0.011640498105035191
0.0,8.0,2018.0,116.0,8,False,57.99999969999999,0.002165674066053059
0.0,8.0,2018.0,118.0,6,False,44.1699998,0.0016242555495397943
0.0,8.0,2018.0,120.0,31,False,220.31000049999997,0.008391987005955604
0.0,8.0,2018.0,122.0,9,False,70.5600006,0.0024363833243096914
0.0,8.0,2018.0,124.0,3,False,32.8700001,0.0008121277747698972
0.0,8.0,2018.0,125.0,27,False,149.70000000000005,0.007309149972929074
0.0,8.0,2018.0,126.0,4,False,25.489999500000003,0.0010828370330265296
0.0,8.0,2018.0,127.0,8,False,49.4699997,0.002165674066053059
0.0,9.0,2018.0,1.0,1772,False,9572.790002878002,0.47969680563075257
0.0,9.0,2018.0,2.0,157,False,832.0799971,0.04250135354629128
0.0,9.0,2018.0,3.0,328,False,1621.8699966000008,0.08879263670817542
0.0,9.0,2018.0,4.0,285,False,1472.4900005000013,0.07715213860314023
0.0,9.0,2018.0,5.0,837,False,4537.720003369999,0.2265836491608013
0.0,9.0,2018.0,6.0,240,False,1099.7599982000008,0.06497022198159177
0.0,9.0,2018.0,7.0,315,False,1557.6399988900005,0.0852734163508392
0.0,9.0,2018.0,8.0,194,False,923.5900004,0.05251759610178668
0.0,9.0,2018.0,9.0,39,False,237.5200007,0.010557661072008662
0.0,9.0,2018.0,10.0,68,False,321.3200014000001,0.018408229561451002
0.0,9.0,2018.0,11.0,218,False,1204.040000899,0.05901461829994586
0.0,9.0,2018.0,12.0,106,False,517.1099996300001,0.028695181375203032
0.0,9.0,2018.0,13.0,296,False,1463.99,0.08012994044396318
0.0,9.0,2018.0,14.0,323,False,1582.1900002999992,0.08743909041689225
0.0,9.0,2018.0,15.0,287,False,1331.25000289,0.07769355711965349
0.0,9.0,2018.0,16.0,106,False,556.7800009000001,0.028695181375203032
0.0,9.0,2018.0,17.0,227,False,1271.0399995,0.06145100162425555
0.0,9.0,2018.0,18.0,132,False,690.8199969000001,0.035733622089875475
0.0,9.0,2018.0,19.0,96,False,473.02999909999994,0.02598808879263671
0.0,9.0,2018.0,20.0,56,False,324.80000169999994,0.015159718462371413
0.0,9.0,2018.0,21.0,105,False,503.48999860000004,0.0284244721169464
0.0,9.0,2018.0,22.0,278,False,1380.3699992,0.0752571737953438
0.0,9.0,2018.0,23.0,144,False,736.1400022999999,0.03898213318895506
0.0,9.0,2018.0,24.0,88,False,498.28000039999984,0.023822414726583648
0.0,9.0,2018.0,25.0,565,False,2840.7700013000012,0.15295073091499728
0.0,9.0,2018.0,26.0,112,False,644.0499999000002,0.030319436924742826
0.0,9.0,2018.0,27.0,83,False,476.5499994999999,0.022468868435300486
0.0,9.0,2018.0,28.0,112,False,621.4100008,0.030319436924742826
0.0,9.0,2018.0,29.0,226,False,1093.3899979000003,0.061180292365998916
0.0,9.0,2018.0,30.0,3,False,25.9700001,0.0008121277747698972
0.0,9.0,2018.0,31.0,42,False,253.5399989,0.01136978884677856
0.0,9.0,2018.0,32.0,27,False,133.86,0.007309149972929074
0.0,9.0,2018.0,33.0,44,False,246.21000050000004,0.011911207363291824
0.0,9.0,2018.0,34.0,97,False,562.6499999999996,0.02625879805089334
0.0,9.0,2018.0,35.0,48,False,239.76000059999996,0.012994044396318355
0.0,9.0,2018.0,36.0,252,False,1317.6399969100007,0.06821873308067136
0.0,9.0,2018.0,37.0,34,False,224.5600024000001,0.009204114780725501
0.0,9.0,2018.0,38.0,18,False,114.53999979999999,0.004872766648619383
0.0,9.0,2018.0,39.0,11,False,56.17999919999998,0.002977801840822956
0.0,9.0,2018.0,40.0,84,False,454.1300007000002,0.02273957769355712
0.0,9.0,2018.0,41.0,163,False,928.0299972000004,0.044125609095831075
0.0,9.0,2018.0,42.0,47,False,332.0399987,0.012723335138061722
0.0,9.0,2018.0,43.0,69,False,384.2999996,0.018678938819707634
0.0,9.0,2018.0,44.0,33,False,168.24000049999998,0.008933405522468869
